ShipmentID,OrderDate,ProductName,ProductClass,ManufacturingSite,DistributorName,Country,QuantityShipped,ShipmentMode,ScheduledDeliveryDate,ActualDeliveryDate,FreightCostUSD,WeightKg,ShipmentStatus
SHP004530,2017-01-24, Saprodeine Zanprosyn  ,Antibiotics,poznan site,Rogahn-Klein,Poland,79,Ocean,2017-01-31,2017-01-29,931.66,563.9,Delivered
SHP004531,2018-05-06, Topipizole  ,Mood Stabilizers, WARSAW PLANT  , Gleason  ,Germany,99,Air,2018-05-13,2018-05-12,3805.3,732.6,Delivered
SHP004532,2018-04-05, Ergomethate  ,Mood Stabilizers,MUNICH PLANT,Bashirian-Kassulke,Germany,473,Air,2018-04-12,2018-04-15,934.0,533.5,SHIPPED
SHP004533,2017-01-06,Cordamectin Actolamin,Antipiretics,Warsaw Plant,Hansen Group Pharm,Germany,94,Air Charter,2017-01-13,2017-01-12,1850.76,560.3,DELIVERED
SHP004534,2020-01-28,Effidomide Evofribrate,Antiseptics,Warsaw Plant, Gerlach LLC  ,Germany,86,Air Charter,2020-02-04,2020-02-12,1130.58,544.0,delivered
SHP004535,2018-11-22,Agalsiline,Mood Stabilizers, Warsaw Plant  ,Carter-Conn,Poland,20,Ocean,2018-11-29,2018-12-06,613.59,665.9,Delivered
SHP004536,2019-07-25,Zonixamine Immulinum,Analgesics,Munich Plant,Cassin,Poland,9,Air Charter,2019-08-01,2019-07-30,3661.65,502.9,delivered
SHP004537,2017-01-17, Raparidol  ,Mood Stabilizers,KRAKOW FACILITY, Cassin  ,Poland,121,Ocean,2017-01-24,2017-01-24,4979.14,790.0,DELIVERED
SHP004538,2020-03-02,Ampinonide,Antimalarial,POZNAN SITE, Welch-Langworth  ,Germany,66,Ocean,2020-03-09,2020-03-12,4042.36,196.2,in transit
SHP004539,2020-11-23, Aggretisol  ,Antimalarial, KRAKOW FACILITY  , Crist Inc  ,Germany,113,Truck,2020-11-30,2020-11-29,1855.65,99.9,shipped
SHP004540,2017-03-11,Sodinel Olofribrate,Antimalarial, WARSAW PLANT  ,Daugherty-Rempel,Germany,91,Truck,2017-03-18,2017-03-18,2948.05,445.1,delivered
SHP004541,2017-03-15,Zynosine,Antimalarial,Warsaw Plant, Erdman  ,Germany,303,Truck,2017-03-22,2017-03-22,4049.34,749.4,Delivered
SHP004542,2020-11-28,Lioletine Refliruvax,Analgesics,munich plant,Bashirian-Kassulke,Germany,533,Ocean,2020-12-05,2020-12-05,1978.03,870.6,Delivered
SHP004543,2019-01-18,Feruprazole,Mood Stabilizers, poznan site  ,Carter-Conn,Poland,19,Truck,2019-01-25,2019-01-23,4020.88,336.7,In Transit
SHP004544,2020-11-13, Claricriptine Adaferol  ,Antibiotics,frankfurt plant,Beier,Poland,35,Air Charter,2020-11-20,2020-11-19,3231.85,827.4,Delivered
SHP004545,2017-05-11, Ceretosine  ,Antiseptics,poznan site, Koss  ,Germany,552,Truck,2017-05-18,2017-05-17,4406.13,343.1,pending
SHP004546,2018-08-16,Kiovax Tercorolac,Analgesics, Munich Plant  ,Welch-Langworth,Germany,109,Air Charter,2018-08-23,2018-08-22,2851.4,162.7,DELIVERED
SHP004547,2018-11-26,Adrecetam Barazoxane,Antimalarial,Poznan Site,Carter-Conn,Poland,69,Truck,2018-12-03,2018-12-07,4106.81,211.5,Delivered
SHP004548,2020-11-08,Sevotrana Tiafoxin,Analgesics,Krakow Facility,Daugherty-Rempel,Germany,201,Air Charter,2020-11-15,2020-11-15,880.61,120.7,Delivered
SHP004549,2018-07-26,Robapril,Antipiretics,WARSAW PLANT,Stehr-Champlin,Poland,50,Ocean,2018-08-02,2018-08-01,3841.51,508.1,DELIVERED
SHP004550,2018-01-29,Fosinofen,Antipiretics,Munich Plant,Schaefer LLC,Germany,63,Ocean,2018-02-05,2018-02-06,3423.92,531.4,Delivered
SHP004551,2019-10-03,Sodinel Olofribrate,Antimalarial,WARSAW PLANT,Bashirian-Kassulke,Germany,219,Ocean,2019-10-10,2019-10-09,4153.76,476.8,delivered
SHP004552,2020-06-22,Fosinofen,Antipiretics,MUNICH PLANT, Lockman  ,Germany,713,Air Charter,2020-06-29,2020-06-28,2286.24,675.3,Shipped
SHP004553,2017-08-12,Eproline,Antibiotics,FRANKFURT PLANT, Prohaska-Kuhic  ,Poland,14,Ocean,2017-08-19,2017-08-19,2939.53,72.0,DELIVERED
SHP004554,2020-05-01,Tracdomide,Antipiretics,KRAKOW FACILITY,Beier,Poland,11,Ocean,2020-05-08,2020-05-06,4073.72,481.8,DELIVERED
SHP004555,2020-01-25, Sucprine Specbalamin  ,Antiseptics,Munich Plant,Bashirian-Kassulke,Germany,51,Air,2020-02-01,2020-02-01,4851.8,571.9,Delivered
SHP004556,2018-10-19,Zithrotrol,Antiseptics,KRAKOW FACILITY,Lesch,Germany,78,Ocean,2018-10-26,2018-10-26,4967.14,784.1,in transit
SHP004557,2018-08-12, Betanem  ,Analgesics,poznan site,Schuppe Inc,Poland,57,Ocean,2018-08-19,2018-08-18,3752.1,160.6,Delivered
SHP004558,2018-05-24, Brimorix Amonine  ,Antibiotics,Munich Plant,Lockman,Germany,176,Truck,2018-05-31,2018-05-31,1322.5,38.6,delivered
SHP004559,2018-06-03,Ribabyclor,Antiseptics,Warsaw Plant,Rogahn-Klein,Poland,96,Air,2018-06-10,2018-06-08,3170.35,839.1,Delivered
SHP004560,2018-02-05,Ganineva Agenium,Antiseptics,frankfurt plant,Nader-Gaylord,Germany,136,Ocean,2018-02-12,2018-02-18,1728.15,454.1,Delivered
SHP004561,2019-05-03,Xenaderal,Mood Stabilizers,Munich Plant,Cassin,Poland,338,Truck,2019-05-10,2019-05-08,1606.06,703.6,Delivered
SHP004562,2018-10-06,Exexone,Mood Stabilizers,munich plant, Prohaska-Kuhic  ,Poland,346,Air,2018-10-13,2018-10-12,3125.79,165.7,Delivered
SHP004563,2018-09-03,Adtiza Gammaluble,Antibiotics,WARSAW PLANT,Smith Inc,Poland,312,Truck,2018-09-10,2018-09-09,2210.29,19.1,Delivered
SHP004564,2019-03-16, Thalilamide  ,Antibiotics, warsaw plant  , Nader-Gaylord  ,Germany,15,Ocean,2019-03-23,2019-03-22,3763.33,23.1,Delivered
SHP004565,2020-12-23, Alemtuvatol Megalinum  ,Analgesics,krakow facility, Daugherty-Rempel  ,Germany,69,Air Charter,2020-12-30,2020-12-30,635.24,740.7,delivered
SHP004566,2019-03-20,Adrecetam Barazoxane,Antimalarial,POZNAN SITE,Schaefer LLC,Germany,217,Air,2019-03-27,2019-03-26,3624.2,648.8,Delivered
SHP004567,2018-08-04,Diaxolol,Antiseptics, krakow facility  ,Carter-Conn,Poland,28,Air Charter,2018-08-11,2018-08-10,2023.83,663.7,Delivered
SHP004568,2018-06-25,Alarudin Azarolac,Mood Stabilizers,WARSAW PLANT,Gerlach LLC,Germany,164,Air,2018-07-02,2018-07-01,2240.33,771.0,in transit
SHP004569,2018-09-08,Aldevac,Analgesics,Warsaw Plant,Smith Inc,Poland,71,Truck,2018-09-15,2018-09-15,61.61,83.3,Delivered
SHP004570,2017-12-17, Aciprex  ,Antipiretics, POZNAN SITE  , Erdman  ,Germany,108,Truck,2017-12-24,2017-12-23,2094.43,461.9,Delivered
SHP004571,2020-11-08,Xenaminphen,Antimalarial,Warsaw Plant,Gottlieb-Cruickshank,Poland,62,Air,2020-11-15,2020-11-13,3995.66,394.3,SHIPPED
SHP004572,2019-01-23,Ketastadil,Analgesics,Frankfurt Plant,Gleason,Germany,76,Ocean,2019-01-30,2019-01-28,3797.0,204.6,DELIVERED
SHP004573,2017-02-06, Afaxacin  ,Analgesics, Krakow Facility  , Prohaska-Kuhic  ,Poland,178,Truck,2017-02-13,2017-02-12,3162.72,406.0,Cancelled
SHP004574,2019-05-06,Choriotrisin,Antibiotics,Warsaw Plant, Lindgren-Simonis Pharm  ,Poland,401,Air Charter,2019-05-13,2019-05-12,665.37,24.7,Delivered
SHP004575,2017-02-01,Amamadin,Antimalarial,MUNICH PLANT,Lesch,Germany,107,Ocean,2017-02-08,2017-02-06,310.96,462.9,Shipped
SHP004576,2019-03-26,Cyclovital,Antimalarial, munich plant  ,Romaguera-Fay,Germany,35,Air Charter,2019-04-02,2019-04-02,832.82,33.9,Delivered
SHP004577,2019-08-20,Dantocept Ferurenone,Antiseptics,Warsaw Plant, Stehr-Champlin  ,Poland,296,Air,2019-08-27,2019-08-25,1551.62,336.4,delivered
SHP004578,2020-11-23,Androporin,Antiseptics,Munich Plant,Koss,Germany,40,Truck,2020-11-30,2020-11-29,1657.76,518.3,delivered
SHP004579,2020-07-04,Fosinofen,Antipiretics, munich plant  ,Gerlach LLC,Germany,246,Ocean,2020-07-11,2020-07-10,3954.99,811.5,delivered
SHP004580,2020-02-20,Fentatrol Rapatelase,Antibiotics,FRANKFURT PLANT,Rogahn-Klein,Poland,133,Air,2020-02-27,2020-02-25,1149.75,683.6,Delivered
SHP004581,2018-01-30,Ibrulinum,Antipiretics,Poznan Site, Kris LLC  ,Poland,44,Air,2018-02-06,2018-02-06,4710.81,543.1,DELIVERED
SHP004582,2017-01-17, Acycnafine Microvate  ,Mood Stabilizers,FRANKFURT PLANT,Rohan,Poland,29,Ocean,2017-01-24,2017-01-23,656.52,794.6,in transit
SHP004583,2019-02-25,Agalsiline,Mood Stabilizers,WARSAW PLANT,Rohan,Poland,67,Air Charter,2019-03-04,2019-03-04,2096.09,269.5,delivered
SHP004584,2019-07-06, Exexone  ,Mood Stabilizers, munich plant  ,Erdman,Germany,291,Air,2019-07-13,2019-07-15,4996.02,590.9,Delivered
SHP004585,2019-02-21,Acubulin,Antipiretics, POZNAN SITE  ,Lockman,Germany,84,Air Charter,2019-02-28,2019-02-26,1948.87,242.4,IN TRANSIT
SHP004586,2020-01-10,Kinenadryl,Antipiretics,POZNAN SITE, Prohaska-Kuhic  ,Poland,86,Air Charter,2020-01-17,2020-01-16,4146.41,234.7,in transit
SHP004587,2017-09-04, Alpradipine  ,Analgesics,Munich Plant,Prohaska-Kuhic,Poland,911,Air Charter,2017-09-11,2017-09-09,3241.17,704.0,Delivered
SHP004588,2018-11-08,Cricane Acamsumab,Antiseptics, warsaw plant  ,Lockman,Germany,306,,2018-11-15,2018-11-15,2889.4,327.7,DELIVERED
SHP004589,2017-04-29,Ceftatana Serolamide,Antipiretics,munich plant,Gottlieb-Cruickshank,Poland,35,Truck,2017-05-06,2017-05-06,2399.42,,delivered
SHP004590,2018-07-18, Relenvice  ,Antimalarial, Munich Plant  ,Cassin,Poland,170,Ocean,2018-07-25,2018-07-25,986.85,530.4,delivered
SHP004591,2017-01-08, Brimorix Amonine  ,Antibiotics, munich plant  ,Crist Inc,Germany,189,Air,2017-01-15,2017-01-18,2459.38,452.8,CANCELLED
SHP004592,2017-03-01, Sanctumine  ,Antimalarial,WARSAW PLANT, Romaguera-Fay  ,Germany,432,Air Charter,2017-03-08,2017-03-08,3308.64,319.7,Pending
SHP004593,2017-05-23, Feruprazole  ,Mood Stabilizers, Poznan Site  ,Crist Inc,Germany,59,Ocean,2017-05-30,2017-05-30,3815.8,510.3,Delivered
SHP004594,2017-03-13,Tacrodomide,Antipiretics,Krakow Facility, Gleason  ,Germany,130,Air,2017-03-20,2017-03-28,1461.17,201.7,delivered
SHP004595,2017-08-16,Afinitasol,Antipiretics,MUNICH PLANT,Rohan and Sons,Germany,86,Truck,2017-08-23,2017-08-22,3427.8,169.5,delivered
SHP004596,2018-06-28, Zithrotrol  ,Antiseptics,KRAKOW FACILITY, Lindgren-Simonis Pharm  ,Poland,84,Air,2018-07-05,2018-07-03,4282.42,790.0,SHIPPED
SHP004597,2018-11-26,Thalilamide,Antibiotics,Warsaw Plant,Schaefer LLC,Germany,161,Air Charter,2018-12-03,2018-12-06,4967.56,631.4,Delivered
SHP004598,2019-04-10,Propratecan,Antimalarial,Krakow Facility, Bashirian-Kassulke  ,Germany,53,Air Charter,2019-04-17,2019-04-16,2459.91,183.4,delivered
SHP004599,2019-02-19,Alarudin Azarolac,Mood Stabilizers,Warsaw Plant, Schuppe Inc  ,Poland,32,Ocean,2019-02-26,2019-02-25,2830.28,104.5,Shipped
SHP004600,2019-05-23,Penitrana,Analgesics,Frankfurt Plant,Gerlach LLC,Germany,455,Air Charter,2019-05-30,2019-05-29,3543.63,,SHIPPED
SHP004601,2019-11-02,Dantocept Ferurenone,Antiseptics,Warsaw Plant, Smith Inc  ,Poland,8,Air Charter,2019-11-09,2019-11-07,802.91,758.0,CANCELLED
SHP004602,2020-09-09, Alpradipine  ,Analgesics,Munich Plant, Rogahn-Klein  ,Poland,134,Air Charter,2020-09-16,2020-09-24,799.64,285.7,Delivered
SHP004603,2019-01-18, Finanel  ,Antimalarial,Krakow Facility, Gerlach LLC  ,Germany,364,Air,2019-01-25,2019-01-24,1215.5,870.7,Delivered
SHP004604,2020-08-21,Kinenadryl,Antipiretics, poznan site  , Romaguera-Fay  ,Germany,85,Air Charter,2020-08-28,2020-08-27,1686.01,288.9,in transit
SHP004605,2018-02-05,Brimorix Amonine,Antibiotics,Munich Plant,Gerlach LLC,Germany,13,Air Charter,2018-02-12,2018-02-18,4766.53,827.5,delivered
SHP004606,2017-09-20,Arivac,Antimalarial,frankfurt plant,Gottlieb-Cruickshank,Poland,276,Truck,2017-09-27,2017-09-25,1133.13,860.0,DELIVERED
SHP004607,2019-05-27,Clindaracil,Analgesics,poznan site,Schuppe Inc,Poland,108,Ocean,2019-06-03,2019-06-01,2434.22,51.5,Delivered
SHP004608,2019-06-29,Diprotaine,Antiseptics,FRANKFURT PLANT,Prohaska-Kuhic,Poland,88,Truck,2019-07-06,2019-07-05,245.59,479.4,delivered
SHP004609,2020-09-17,Lacoplex Hyaluvance,Mood Stabilizers,Munich Plant,Rohan,Poland,51,Truck,2020-09-24,2020-09-23,3269.99,266.9,DELIVERED
SHP004610,2018-11-10,Aggrakine,Antiseptics,POZNAN SITE,Graham and Sons,Poland,30,Air Charter,2018-11-17,2018-11-17,4108.07,101.5,Delivered
SHP004611,2019-11-19,Adalatamine,Antiseptics,poznan site,Nader-Gaylord,Germany,180,Air Charter,2019-11-26,2019-11-25,4469.75,441.7,delivered
SHP004612,2017-10-02,Dantolac Pazocor,Analgesics,Warsaw Plant,Rohan and Sons,Germany,271,Air Charter,2017-10-09,2017-10-09,3403.2,183.0,Delivered
SHP004613,2018-07-26,Androporin,Antiseptics,MUNICH PLANT, Koss  ,Germany,119,,2018-08-02,2018-07-31,4465.63,92.2,DELIVERED
SHP004614,2018-08-17, Xenaminphen  ,Antimalarial, Warsaw Plant  ,Rohan and Sons,Germany,19,Air Charter,2018-08-24,2018-08-24,4356.11,156.4,Delivered
SHP004615,2020-10-29,Albuterenone,Antimalarial, Krakow Facility  , Crist Inc  ,Germany,16,Truck,2020-11-05,2020-11-05,2484.39,757.8,Delivered
SHP004616,2020-01-19,Insozyme,Antiseptics,Poznan Site, Daugherty-Rempel  ,Germany,153,Air Charter,2020-01-26,2020-01-24,N/A,892.4,Shipped
SHP004617,2017-05-25,Flutacerol,Analgesics, Frankfurt Plant  ,Erdman,Germany,161,Ocean,2017-06-01,2017-05-31,4713.5,815.4,Cancelled
SHP004618,2017-03-11, Zithrotrol  ,Antiseptics,krakow facility,Kozey-Emmerich,Germany,195,Truck,2017-03-18,2017-03-17,2649.12,885.9,DELIVERED
SHP004619,2020-03-02, Pazofenac  ,Mood Stabilizers,krakow facility,Stehr-Champlin,Poland,97,Ocean,2020-03-09,2020-03-15,1388.26,43.1,Delivered
SHP004620,2019-06-12, Spiroderall  ,Mood Stabilizers,MUNICH PLANT,Erdman,Germany,261,Air Charter,2019-06-19,2019-06-19,3523.48,757.0,Delivered
SHP004621,2019-07-20,Presetron,Mood Stabilizers,Frankfurt Plant,Schaefer LLC,Germany,314,Air Charter,2019-07-27,2019-07-27,3149.11,66.7,DELIVERED
SHP004622,2017-10-31,Symbiroban,Antibiotics, poznan site  ,Lesch,Germany,210,Air Charter,2017-11-07,2017-11-06,1159.02,516.1,Delivered
SHP004623,2018-10-02,Kiovax Tercorolac,Analgesics,MUNICH PLANT,Schaefer LLC,Germany,40,Air Charter,2018-10-09,2018-10-09,892.47,840.6,Pending
SHP004624,2019-10-14,Zarostral,Antipiretics, warsaw plant  ,Bashirian-Kassulke,Germany,45,Ocean,2019-10-21,2019-10-21,390.05,741.7,Delivered
SHP004625,2017-11-09,Ganineva Agenium,Antiseptics,Frankfurt Plant,Kozey-Emmerich,Germany,280,Ocean,2017-11-16,2017-11-16,4660.24,619.5,IN TRANSIT
SHP004626,2017-01-27,Insozyme,Antiseptics, Poznan Site  , Gleason  ,Germany,208,Air,2017-02-03,2017-02-02,1317.13,273.2,DELIVERED
SHP004627,2019-01-28, Symbiroban  ,Antibiotics,POZNAN SITE,Bashirian-Kassulke,Germany,311,Ocean,2019-02-04,2019-02-02,1293.37,126.1,Delivered
SHP004628,2020-01-31,Victomine,Antimalarial,KRAKOW FACILITY,Welch-Langworth,Germany,35,Air,2020-02-07,2020-02-05,1786.59,,delivered
SHP004629,2017-02-02,Adideine,Mood Stabilizers,Krakow Facility,Lockman,Germany,55,Ocean,2017-02-09,2017-02-09,3675.74,769.4,Delivered
SHP004630,2020-09-21, Lioletine Refliruvax  ,Analgesics,munich plant,Schuppe Inc,Poland,256,Ocean,2020-09-28,2020-09-27,1334.3,366.0,DELIVERED
SHP004631,2020-03-23, Syntheruvax Proracin  ,Antimalarial,WARSAW PLANT,Erdman,Germany,44,Truck,2020-03-30,2020-03-29,836.55,142.3,Pending
SHP004632,2017-06-19,Hydroxyprosyn,Antibiotics,poznan site, Rohan and Sons  ,Germany,187,Ocean,2017-06-26,2017-06-24,4884.11,876.7,DELIVERED
SHP004633,2019-04-19,Ketastadil,Analgesics,Frankfurt Plant,Nader-Gaylord,Germany,599,,2019-04-26,2019-04-26,2372.44,178.7,delivered
SHP004634,2018-11-18, Lactubucil  ,Antipiretics,Poznan Site, Rohan  ,Poland,59,Air Charter,2018-11-25,2018-11-24,2005.59,838.9,Delivered
SHP004635,2018-04-10,Dexmebital Acanplan,Analgesics,Poznan Site,Lindgren-Simonis Pharm,Poland,47,Truck,2018-04-17,2018-04-16,986.23,325.8,Delivered
SHP004636,2018-02-03,Halcifergen Nevazone,Antimalarial,Warsaw Plant, Kozey-Emmerich  ,Germany,43,Air Charter,2018-02-10,2018-02-08,4992.84,693.3,delivered
SHP004637,2018-12-18,Aldevac,Analgesics,Warsaw Plant,Schuppe Inc,Poland,86,Truck,2018-12-25,2018-12-25,342.07,145.5,Delivered
SHP004638,2020-10-20,Halciramine,Antimalarial,Frankfurt Plant,Romaguera-Fay,Germany,99,Ocean,2020-10-27,2020-10-27,3133.59,750.7,delivered
SHP004639,2019-01-26,Dexacilin Triline,Analgesics, Munich Plant  ,Kozey-Emmerich,Germany,23,Air,2019-02-02,2019-01-31,2686.86,304.1,delivered
SHP004640,2018-03-09,Amcibax Amcikeran,Analgesics,frankfurt plant,Kozey-Emmerich,Germany,85,Truck,2018-03-16,2018-03-17,283.63,465.0,SHIPPED
SHP004641,2020-09-27,Asparathasone Unipan,Antibiotics,poznan site,Smith Inc,Poland,316,Air Charter,2020-10-04,2020-10-02,4657.31,,cancelled
SHP004642,2017-07-29, Immurenol Temarate  ,Antipiretics, frankfurt plant  ,Rohan,Poland,56,Air,2017-08-05,2017-08-03,3165.08,675.3,delivered
SHP004643,2018-03-17,Pulmofine,Antibiotics, WARSAW PLANT  , Erdman  ,Germany,556,Air Charter,2018-03-24,2018-03-27,N/A,619.9,Delivered
SHP004644,2019-09-02, Interzide  ,Antimalarial,Munich Plant, Gerlach LLC  ,Germany,143,Ocean,2019-09-09,2019-09-07,3605.77,376.6,delivered
SHP004645,2017-09-01,Asparathasone Unipan,Antibiotics, POZNAN SITE  ,Erdman,Germany,11,Air Charter,2017-09-08,2017-09-07,3923.07,683.7,Delivered
SHP004646,2018-01-18, Hydroxyprosyn  ,Antibiotics,Poznan Site,Crist Inc,Germany,-199,Truck,2018-01-25,2018-01-25,3536.22,567.5,Delivered
SHP004647,2017-09-30,Raparidol,Mood Stabilizers,Krakow Facility, Welch-Langworth  ,Germany,217,Air Charter,2017-10-07,2017-10-07,4646.96,274.9,Shipped
SHP004648,2018-04-02,Abtasol,Antiseptics, MUNICH PLANT  ,Romaguera-Fay,Germany,14,Air Charter,2018-04-09,2018-04-09,886.84,400.4,Delivered
SHP004649,2020-04-06,Ampysin,Analgesics,Krakow Facility,Carter-Conn,Poland,65,,2020-04-13,2020-04-20,3564.28,331.5,In Transit
SHP004650,2017-02-01, Theopril  ,Antipiretics,Krakow Facility,Gerlach LLC,Germany,68,Ocean,2017-02-08,2017-02-16,1114.16,183.8,Delivered
SHP004651,2019-11-18, Alarudin Azarolac  ,Mood Stabilizers,Warsaw Plant, Schuppe Inc  ,Poland,409,Air Charter,2019-11-25,2019-11-24,4064.05,191.5,delivered
SHP004652,2020-01-08,Cordamectin Actolamin,Antipiretics, Warsaw Plant  ,Romaguera-Fay,Germany,40,Air Charter,2020-01-15,2020-01-15,914.45,174.8,delivered
SHP004653,2017-10-30, Sevoderm  ,Antipiretics,Munich Plant,Lockman,Germany,183,Truck,2017-11-06,2017-11-05,457.76,589.6,DELIVERED
SHP004654,2017-01-05,Bexridol,Antipiretics, Krakow Facility  ,Gottlieb-Cruickshank,Poland,69,Ocean,2017-01-12,2017-01-18,493.67,425.1,delivered
SHP004655,2018-07-22, Propralamide Dexlanzolam  ,Mood Stabilizers,KRAKOW FACILITY,Prohaska-Kuhic,Poland,382,Ocean,2018-07-29,2018-07-28,2486.87,191.7,CANCELLED
SHP004656,2017-12-22,Relenvice,Antimalarial,MUNICH PLANT,Daugherty-Rempel,Germany,238,Ocean,2017-12-29,2017-12-27,1445.26,752.9,Delivered
SHP004657,2020-07-27, Lovepion  ,Antiseptics,Krakow Facility,Graham and Sons,Poland,840,Ocean,2020-08-03,2020-08-03,1638.58,513.7,delivered
SHP004658,2018-01-26,Asparathasone Unipan,Antibiotics,poznan site, Lindgren-Simonis Pharm  ,Poland,180,Air Charter,2018-02-02,2018-01-31,2482.78,193.4,delivered
SHP004659,2020-12-12, Pazofenac  ,Mood Stabilizers, Krakow Facility  ,Romaguera-Fay,Germany,93,Truck,2020-12-19,2020-12-19,2680.81,310.4,Delivered
SHP004660,2019-05-09,Relenstrel Exurabine,Antibiotics,Warsaw Plant, Rohan and Sons  ,Germany,77,Air Charter,2019-05-16,2019-05-14,3995.31,876.1,in transit
SHP004661,2020-06-19,Quiniprosyn,Antiseptics,MUNICH PLANT,Hansen Group Pharm,Germany,107,Air Charter,2020-06-26,2020-07-02,N/A,156.1,delivered
SHP004662,2020-11-23,Pazofenac,Mood Stabilizers,Krakow Facility,Crist Inc,Germany,56,Ocean,2020-11-30,2020-11-29,1381.36,105.7,Delivered
SHP004663,2017-11-29,Albuterenone,Antimalarial,Krakow Facility,Gottlieb-Cruickshank,Poland,24,Air,2017-12-06,2017-12-04,830.68,61.0,DELIVERED
SHP004664,2018-03-08,Primatate Univatol,Mood Stabilizers,Frankfurt Plant, Lockman  ,Germany,1192,Air,2018-03-15,2018-03-14,964.85,447.4,delivered
SHP004665,2017-09-21,Ionclotide,Analgesics, Krakow Facility  ,Beier,Poland,54,Air Charter,2017-09-28,2017-09-27,3962.56,897.7,Cancelled
SHP004666,2018-11-02,Adideine,Mood Stabilizers,Krakow Facility,Rohan,Poland,94,Truck,2018-11-09,2018-11-08,1637.46,241.6,Delivered
SHP004667,2020-07-04, Atomorelin  ,Analgesics,warsaw plant,Prohaska-Kuhic,Poland,205,Air,2020-07-11,2020-07-11,515.07,216.2,Delivered
SHP004668,2020-11-19,Choriogestrel,Antiseptics,frankfurt plant, Schuppe Inc  ,Poland,357,Truck,2020-11-26,2020-11-24,89.44,690.3,Delivered
SHP004669,2019-01-28,Apromin,Antiseptics,poznan site, Lockman  ,Germany,161,Ocean,2019-02-04,2019-02-04,2881.95,,DELIVERED
SHP004670,2019-02-08,Interfestar,Antibiotics,munich plant, Koss  ,Germany,44,Air,2019-02-15,2019-02-14,155.98,566.0,Delivered
SHP004671,2020-11-12,Acantaine,Antibiotics,FRANKFURT PLANT, Beier  ,Poland,146,Air Charter,2020-11-19,2020-11-18,1429.63,544.5,DELIVERED
SHP004672,2017-02-18,Algluconium Dorzofoxin,Antibiotics,Munich Plant,Nader-Gaylord,Germany,32,Ocean,2017-02-25,2017-02-24,1833.68,735.4,pending
SHP004673,2020-05-17,Asparathasone Unipan,Antibiotics,poznan site,Nader-Gaylord,Germany,66,Air,2020-05-24,2020-05-24,2881.56,836.5,delivered
SHP004674,2017-12-30,Dantocept Ferurenone,Antiseptics,WARSAW PLANT,Rohan,Poland,179,Truck,2018-01-06,2018-01-05,3188.42,611.9,Delivered
SHP004675,2017-05-04,Ranediol,Antibiotics,warsaw plant,Erdman,Germany,29,Truck,2017-05-11,2017-05-10,3292.16,405.2,DELIVERED
SHP004676,2017-12-28,Clinolan Pitoletra,Mood Stabilizers, Munich Plant  ,Bashirian-Kassulke,Germany,76,Truck,2018-01-04,2018-01-04,3792.14,664.2,DELIVERED
SHP004677,2018-11-09,Ionclotide,Analgesics, Krakow Facility  , Beier  ,Poland,22,Truck,2018-11-16,2018-11-15,3150.79,512.5,Delivered
SHP004678,2018-04-21,Novakyn Tracprox,Antiseptics,POZNAN SITE,Gottlieb-Cruickshank,Poland,97,Ocean,2018-04-28,2018-04-26,897.21,442.6,delivered
SHP004679,2018-10-29, Methiclotide  ,Antibiotics,Munich Plant, Cassin  ,Poland,71,Ocean,2018-11-05,2018-11-03,489.88,535.6,delivered
SHP004680,2018-02-07,Darlofen,Antipiretics,Poznan Site,Gottlieb-Cruickshank,Poland,156,Air Charter,2018-02-14,2018-02-12,4201.71,690.3,Delivered
SHP004681,2019-08-29, Magneprex  ,Antimalarial,KRAKOW FACILITY,Beier,Poland,269,Ocean,2019-09-05,2019-09-03,3716.17,453.2,Delivered
SHP004682,2018-08-05,Adriacaine,Mood Stabilizers, MUNICH PLANT  ,Crist Inc,Germany,143,Truck,2018-08-12,2018-08-11,4677.77,82.8,DELIVERED
SHP004683,2020-02-13, Dasagestin  ,Analgesics,Poznan Site,Schuppe Inc,Poland,235,Air,2020-02-20,2020-02-20,4910.43,164.3,delivered
SHP004684,2018-03-21,Albuterenone,Antimalarial,KRAKOW FACILITY,Erdman,Germany,35,Air Charter,2018-03-28,2018-03-27,2713.68,653.8,delivered
SHP004685,2017-11-20,Doxivorin,Antimalarial,POZNAN SITE,Carter-Conn,Poland,131,Air,2017-11-27,2017-11-26,2459.86,14.4,shipped
SHP004686,2018-09-20, Epzipitant  ,Analgesics,POZNAN SITE,Carter-Conn,Poland,462,Air,2018-09-27,2018-09-26,2783.01,,Delivered
SHP004687,2020-10-02,Cricane Acamsumab,Antiseptics,warsaw plant, Gerlach LLC  ,Germany,40,Ocean,2020-10-09,2020-10-07,4125.62,857.3,Pending
SHP004688,2017-02-10,Proprabax,Analgesics,Warsaw Plant,Hansen Group Pharm,Germany,375,Air,2017-02-17,2017-02-15,1875.2,607.9,Delivered
SHP004689,2018-03-04, Afretosine  ,Mood Stabilizers, Munich Plant  ,Stehr-Champlin,Poland,558,Air Charter,2018-03-11,2018-03-11,1953.3,,Delivered
SHP004690,2019-04-13,Sevoderm,Antipiretics,MUNICH PLANT,Prohaska-Kuhic,Poland,63,Truck,2019-04-20,2019-04-19,1023.72,382.8,DELIVERED
SHP004691,2019-01-14,Betanem,Analgesics,poznan site,Beier,Poland,117,,2019-01-21,2019-01-19,216.72,174.1,Delivered
