Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Carter-Conn  ,Botsford and Sons Pharmaceutical Ltd,Ko??obrzeg,Poland,54.1667,15.5667,Pharmacy,Institution,Secrelazine Insonamic,Antipiretics,864,694,599616,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Fosinofen,Antipiretics,1,385,385,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Koss-Beier ,Nak??o nad Noteci??,Poland,53.1421,17.6018,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,79,130,10270,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,"Crist, Wisoky and Nolan Pharmaceutical Ltd",Toru??,Poland,53.0167,18.6167,Pharmacy,Retail,Antilamin Clinbital,Antibiotics,2,664,1328,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Hemavate Spirolinum,Mood Stabilizers,10,210,2100,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,23.2,Hospital,Government,Syntheruvax Proracin,Antimalarial,3,86,258,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Metapatch,Antipiretics,21,438,9198,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,"Beer, Kohler and Beatty Pharmaceutical Ltd",Rypin,Poland,53.0667,19.45,Pharmacy,Retail,Androporin,Antiseptics,216,659,142344,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Streich PLC Pharmaceutical Limited,Przemy??l,Poland,49.785,22.7673,Pharmacy,Institution,Aldevac,Analgesics,5,26,130,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jaros??aw,Poland,50.0162,22.6778,Hospital,Government,Pulmodiol Adalaxime,Analgesics,8,605,4840,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Penitrana,Analgesics,54,179,9666,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,"Sanford, Franecki and Greenholt ",Nowa S??l,Poland,51.8,15.7167,Pharmacy,Institution,Effidomide Evofribrate,Antiseptics,80,612,48960,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,"Blick, Pacocha and Schowalter ",Inowroc??aw,Poland,52.7958,18.2611,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,400,458,183200,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,"McClure, Zemlak and Dibbert Pharma Plc",Gda??sk,Poland,54.3667,18.6333,Pharmacy,Retail,Topitaine,Mood Stabilizers,30,517,15510,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,Powlowski-Buckridge Pharma Plc,Ustka,Poland,54.5805,16.8619,Hospital,Private,Ampysin,Analgesics,10,243,2430,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Erdman PLC Pharmacy,Ozimek,Poland,50.6731,18.2131,Pharmacy,Institution,Amamadin,Antimalarial,600,713,427800,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Barrows Inc ,Hajn??wka,Poland,52.7333,23.5667,Hospital,Private,Araxetine,Antibiotics,400,450,180000,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Feest-Kshlerin Pharmaceutical Ltd,??widnik,Poland,51.2333,22.7,Pharmacy,Institution,Topifribrate,Analgesics,20,621,12420,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Daugherty-Rempel Pharma Plc,Be????yce,Poland,51.1833,22.2667,Hospital,Government,Veratorol Ciclovatol,Mood Stabilizers,5,154,770,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Beier PLC Pharmacy,W??oc??awek,Poland,52.65,19.05,Hospital,Private,Ketastadil,Analgesics,15,763,11445,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,"Spinka, Schowalter and Conn Pharmaceutical Limited",Bi??goraj,Poland,50.55,22.7333,Pharmacy,Institution,Solasteride,Mood Stabilizers,3,520,1560,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Funk and Sons Pharmaceutical Limited,Tarnobrzeg,Poland,50.5833,21.6833,Pharmacy,Retail,Metapatch,Antipiretics,3,438,1314,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,"Kshlerin, Ryan and Leuschke Pharma Plc",Zielona G??ra,Poland,51.9397,15.505,Hospital,Government,Alglutriptan,Analgesics,100,301,30100,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Funk PLC Pharmaceutical Limited,Miko????w,Poland,50.171,18.9041,Hospital,Government,Atomorelin,Analgesics,200,555,111000,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Lesch PLC Pharmaceutical Ltd,G??uszyca,Poland,50.6874,16.3717,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,100,513,51300,January,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,"Gleichner, Bahringer and Morar Pharma Plc",Gostynin,Poland,52.4167,19.4667,Hospital,Private,Temasone Thiobucil,Antimalarial,200,482,96400,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Tetratanyl,Antimalarial,20,511,10220,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Lesch PLC Pharmacy,Wroc??aw,Poland,51.1077,17.0353,Hospital,Private,Robapril,Antipiretics,20,453,9060,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Torp-Fisher Pharma Plc,Gorlice,Poland,49.6556,21.1604,Hospital,Government,Ergomethate,Mood Stabilizers,100,604,60400,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Emard-O'Connell Pharmacy,Zakopane,Poland,49.2994,19.9519,Pharmacy,Retail,Tetratanyl,Antimalarial,8,511,4088,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,"Reynolds, Jast and Mante Pharma Plc",Pleszew,Poland,51.8974,17.7856,Pharmacy,Institution,Metapatch,Antipiretics,10,438,4380,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Dasagestin,Analgesics,4,386,1544,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Lockman-Welch Pharm,Bytom,Poland,50.347,18.923,Hospital,Government,Afinitasol,Antipiretics,6,286,1716,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government,Ibrulinum,Antipiretics,6,190,1140,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,23.2,Hospital,Government,Presetron,Mood Stabilizers,20,216,4320,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Senger-Kirlin Pharmacy,Koby??ka,Poland,52.3395,21.1959,Hospital,Government,Travoloride,Antiseptics,5,785,3925,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Sauer and Sons Pharmaceutical Limited,Brzoz??w,Poland,49.6953,22.0194,Pharmacy,Retail,Factolamide,Antiseptics,1,345,345,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jaros??aw,Poland,50.0162,22.6778,Hospital,Government,Pulmodiol Adalaxime,Analgesics,200,605,121000,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Rutherford and Sons ,Gdynia,Poland,54.5189,18.5319,Pharmacy,Retail,Fosinofen,Antipiretics,3,385,1155,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,Mante-Grady Pharm,Lubacz??w,Poland,50.1556,23.123,Pharmacy,Institution,Sanctumine,Antimalarial,3,149,447,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Leuschke PLC Pharmacy,Ciechan??w,Poland,52.8817,20.6106,Pharmacy,Retail,Zonitonin,Antiseptics,40,518,20720,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Kiovax Tercorolac,Analgesics,40,722,28880,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Funk PLC Pharmaceutical Limited,Miko????w,Poland,50.171,18.9041,Hospital,Government,Hydroxyprosyn,Antibiotics,4,220,880,January,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,"Moen, Murazik and Smith ",Siedlce,Poland,52.1833,22.2833,Pharmacy,Retail,Feruprazole,Mood Stabilizers,12,115,1380,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Tiaracil,Antipiretics,60,162,9720,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Zynosine,Antimalarial,12,74,888,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Sauer and Sons Pharmaceutical Limited,Brzoz??w,Poland,49.6953,22.0194,Pharmacy,Retail,Solasteride,Mood Stabilizers,3,520,1560,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,"Hansen, Fadel and Schroeder Pharm",Gniezno,Poland,52.5333,17.6,Pharmacy,Retail,Pulmogen Alitora,Antiseptics,10,647,6470,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,"Nolan, DuBuque and Schultz Pharm",Wa??brzych,Poland,50.7667,16.2833,Hospital,Government,Pazofenac,Mood Stabilizers,150,123,18450,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Walter Ltd ,K??trzyn,Poland,54.0833,21.3833,Pharmacy,Institution,Diprolimus,Antiseptics,10,634,6340,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,Schmitt LLC Pharm,Nysa,Poland,50.4738,17.3344,Pharmacy,Retail,Aggrakine,Antiseptics,4,47,188,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Kunze PLC Pharm,Dar??owo,Poland,54.4167,16.4167,Hospital,Private,Alpradipine,Analgesics,5,445,2225,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Block-Romaguera Pharmaceutical Limited,Tarnowskie G??ry,Poland,50.45,18.8667,Hospital,Private,Formolovir Amanferon,Analgesics,20,191,3820,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Ondricka Ltd Pharmacy,??winouj??cie,Poland,53.9167,14.25,Hospital,Government,Ciclonazol,Antiseptics,30,121,3630,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Schulist-Zulauf Pharm,Tychy,Poland,50.1667,19,Hospital,Private,Menogine,Antiseptics,10,742,7420,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,"Erdman, Senger and Oberbrunner Pharm",Rawa Mazowiecka,Poland,51.7667,20.25,Pharmacy,Retail,Malavirine Alimdine,Mood Stabilizers,12,767,9204,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Balistreri-Watsica Pharmacy,E??k,Poland,53.8167,22.35,Pharmacy,Retail,Symdocet,Antipiretics,5,470,2350,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Crona Group Pharma Plc,Kwidzyn,Poland,53.7358,18.9308,Pharmacy,Institution,Alimmethate Insudase,Analgesics,10,624,6240,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Denesik-Hintz Pharm,Mi??dzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Neuropogen Empibax,Analgesics,3,605,1815,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Funk PLC Pharmaceutical Limited,Miko????w,Poland,50.171,18.9041,Hospital,Government,Ibrulinum,Antipiretics,8,190,1520,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Schulist-Zulauf Pharm,Tychy,Poland,50.1667,19,Hospital,Private,Dorzovorin Pentadarone,Antimalarial,10,164,1640,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Crona PLC Pharma Plc,Bia??ogard,Poland,54.007,15.9875,Hospital,Private,Ganineva Agenium,Antiseptics,30,390,11700,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Angioparin Brimosumab,Mood Stabilizers,24,682,16368,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Romaguera-Fay Pharmaceutical Limited,Trzemeszno,Poland,52.5614,17.8231,Pharmacy,Retail,Raparidol,Mood Stabilizers,30,187,5610,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Zithrotrol,Antiseptics,10,137,1370,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Steuber Ltd Pharmacy,Ostro????ka,Poland,53.0833,21.5667,Hospital,Private,Neuropogen Empibax,Analgesics,10,605,6050,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Ganineva Agenium,Antiseptics,4,390,1560,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,"Runolfsson, Swaniawski and Jaskolski Pharmacy",Sieradz,Poland,51.6,18.75,Hospital,Private,Testant,Mood Stabilizers,6,488,2928,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Dorzovorin Pentadarone,Antimalarial,60,164,9840,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Walsh-Brown Pharmacy,Chorz??w,Poland,50.3,18.95,Pharmacy,Retail,Relenvice,Antimalarial,2,459,918,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Welch-Orn ,Che??mno,Poland,53.3492,18.4261,Hospital,Private,Aggrakine,Antiseptics,50,47,2350,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Senger-Kirlin Pharmacy,Koby??ka,Poland,52.3395,21.1959,Hospital,Government,Sumanazole,Analgesics,20,529,10580,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,"Roob, Ernser and Kub Pharmaceutical Limited",Suwa??ki,Poland,54.0833,22.9333,Hospital,Government,Acycpex,Mood Stabilizers,30,510,15300,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,"Nitzsche, Effertz and Maggio Pharmacy",Malbork,Poland,54.0285,19.0444,Hospital,Private,Diprotaine,Antiseptics,120,318,38160,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Barrows Inc ,Hajn??wka,Poland,52.7333,23.5667,Hospital,Private,Ciclonazol,Antiseptics,5,121,605,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Topifribrate,Analgesics,5,621,3105,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Barton Ltd Pharma Plc,Czelad??,Poland,50.3333,19.0833,Hospital,Private,Veratorol Ciclovatol,Mood Stabilizers,20,154,3080,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Heller-Abernathy ,Brzeg Dolny,Poland,51.273,16.7081,Hospital,Private,Ionclotide,Analgesics,20,631,12620,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Veum-Kerluke Pharmacy,Cz??uch??w,Poland,53.65,17.3667,Pharmacy,Retail,Propralamide Dexlanzolam,Mood Stabilizers,6,391,2346,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,"Bogan, Jacobs and Kris Pharmacy",Lubart??w,Poland,51.4667,22.6,Pharmacy,Institution,Magnemunex,Antiseptics,3,689,2067,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Crist Inc ,Stary S??cz,Poland,49.5625,20.6364,Hospital,Private,Primapion,Antibiotics,20,492,9840,January,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government,Dorzovorin Pentadarone,Antimalarial,100,164,16400,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,"Steuber, Skiles and Kilback Pharma Plc",Sosnowiec,Poland,50.3,19.1667,Pharmacy,Retail,Nevanide Actozide,Antibiotics,3,773,2319,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Welch-Langworth ,Warsaw,Poland,52.2167,21.0333,Pharmacy,Retail,Tracdomide,Antipiretics,80,548,43840,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Apromin,Antiseptics,2,375,750,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,"Hahn, Rutherford and Gislason Pharmaceutical Limited",??aziska G??rne,Poland,50.15,18.8333,Hospital,Private,Albuterenone,Antimalarial,4,82,328,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Rohan PLC Pharmaceutical Limited,Krynica,Poland,49.4222,20.9594,Pharmacy,Retail,Factolamide,Antiseptics,20,345,6900,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Veum-Kerluke Pharmacy,Cz??uch??w,Poland,53.65,17.3667,Pharmacy,Retail,Robapril,Antipiretics,6,453,2718,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Rutherford and Sons ,Gdynia,Poland,54.5189,18.5319,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,5,180,900,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Trantow LLC Pharma Plc,Braniewo,Poland,54.3833,19.8333,Pharmacy,Retail,Fosinofen,Antipiretics,10,385,3850,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,"Moen, Murazik and Smith ",Siedlce,Poland,52.1833,22.2833,Pharmacy,Retail,Cephovelam,Mood Stabilizers,40,542,21680,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15,Pharmacy,Institution,Ceretosine,Antiseptics,10,343,3430,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Symbisine Prednimadin,Mood Stabilizers,10,304,3040,January,2018,Thompson Crawford,James Goodwill,Alfa
Prohaska-Kuhic ,Koch-Osinski Pharm,Sandomierz,Poland,50.6833,21.75,Hospital,Government,Eproline,Antibiotics,4,780,3120,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Mraz Group Pharmacy,Piast??w,Poland,52.1833,20.85,Hospital,Private,Dexacilin Triline,Analgesics,40,129,5160,January,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,Barrows Inc ,Hajn??wka,Poland,52.7333,23.5667,Hospital,Private,Alpradipine,Analgesics,100,445,44500,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Ondricka Ltd Pharmacy,??winouj??cie,Poland,53.9167,14.25,Hospital,Government,Metapatch,Antipiretics,60,438,26280,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Zemlak-Witting Pharmacy,Mi??dzyrzecz,Poland,52.4446,15.578,Pharmacy,Institution,Algluconium Dorzofoxin,Antibiotics,200,611,122200,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Kinenadryl,Antipiretics,6,782,4692,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private,Nevanide Actozide,Antibiotics,40,773,30920,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Carter-Conn Pharma Plc,Brwin??w,Poland,52.1417,20.7167,Hospital,Private,Afinitasol,Antipiretics,10,286,2860,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Beier PLC Pharmacy,W??oc??awek,Poland,52.65,19.05,Hospital,Private,Ganineva Agenium,Antiseptics,12,390,4680,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Beier PLC Pharmacy,W??oc??awek,Poland,52.65,19.05,Hospital,Private,Robapril,Antipiretics,11,453,4983,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,"Lebsack, Yost and Heller Pharmaceutical Limited",Wieliczka,Poland,49.9894,20.0661,Pharmacy,Institution,Magnemunex,Antiseptics,1,689,689,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Fadel-West ,Z??otoryja,Poland,51.1264,15.9198,Pharmacy,Institution,Ganineva Agenium,Antiseptics,1,390,390,January,2018,Sheila Stones,Britanny Bold,Delta
Prohaska-Kuhic ,Koss-Beier ,Nak??o nad Noteci??,Poland,53.1421,17.6018,Pharmacy,Retail,Atrabicin Alkerotec,Antiseptics,4,249,996,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Tacrodomide,Antipiretics,2,420,840,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Fritsch-Hauck Pharma Plc,Mys??owice,Poland,50.2333,19.1333,Hospital,Government,Afinitasol,Antipiretics,5,286,1430,January,2018,Alan Ray,James Goodwill,Alfa
Prohaska-Kuhic ,Lockman-Welch Pharm,Bytom,Poland,50.347,18.923,Hospital,Government,Clindaracil,Analgesics,100,173,17300,January,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,"Bernier, Murphy and Rau Pharmaceutical Ltd",Ruda ??l??ska,Poland,50.2628,18.8536,Pharmacy,Institution,Duraprazole Agalsixolol,Antiseptics,80,375,30000,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Balistreri-Watsica Pharmacy,E??k,Poland,53.8167,22.35,Pharmacy,Retail,Bexridol,Antipiretics,4,80,320,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",D??browa G??rnicza,Poland,50.3239,19.1947,Hospital,Government,Hemavate Spirolinum,Mood Stabilizers,96,210,20160,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Mante-Grady Pharm,Lubacz??w,Poland,50.1556,23.123,Pharmacy,Institution,Androporin,Antiseptics,20,659,13180,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Argalazine Abostryl,Antipiretics,2,628,1256,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Zonixamine Immulinum,Analgesics,20,298,5960,January,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Gottlieb-Cruickshank Pharma Plc,Brzeszcze,Poland,50,19.15,Hospital,Private,Theopril,Antipiretics,40,768,30720,January,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,Fritsch-Hauck Pharma Plc,Mys??owice,Poland,50.2333,19.1333,Hospital,Government,Asparathasone Unipan,Antibiotics,5,153,765,January,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Diprotaine,Antiseptics,2,318,636,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Daugherty-Rempel Pharma Plc,Be????yce,Poland,51.1833,22.2667,Hospital,Government,Veratorol Ciclovatol,Mood Stabilizers,15,154,2310,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Jakubowski Inc Pharmaceutical Limited,Boles??awiec,Poland,51.2667,15.5667,Pharmacy,Retail,Alpradipine,Analgesics,3,445,1335,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,"Kshlerin, Ryan and Leuschke Pharma Plc",Zielona G??ra,Poland,51.9397,15.505,Hospital,Government,Microroban Afatigomar,Antimalarial,20,478,9560,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Sevoderm,Antipiretics,2,663,1326,January,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government,Zithrotrol,Antiseptics,10,137,1370,January,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Tacrodomide,Antipiretics,10,420,4200,January,2018,Stella Given,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Mante-Grady Pharm,Lubacz??w,Poland,50.1556,23.123,Pharmacy,Institution,Eproline,Antibiotics,1,780,780,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Rohan PLC Pharmaceutical Limited,Krynica,Poland,49.4222,20.9594,Pharmacy,Retail,Pulmogen Alitora,Antiseptics,2,647,1294,January,2018,Anne Wu,Britanny Bold,Delta
Prohaska-Kuhic ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Trazobalamin,Mood Stabilizers,1,762,762,January,2018,Abigail Thompson,Tracy Banks,Bravo
