RecordID,SnapshotDate,ProductName,ProductClass,ManufacturingSite,BatchNumber,ExpiryDate,StorageCondition,WarehouseCountry,QuantityOnHand,ReorderLevel,StockoutFlag
INV001750,2020-01-21, Quiniprosyn  ,Antiseptics,munich plant,B2001-8949,2020-12-15,room temperature,Germany,7530,154,No
INV001751,2020-07-18,Pulmodiol Adalaxime,Analgesics,Munich Plant,B2007-2285,2021-12-07, room temperature  ,Germany,8550,138,No
INV001752,2020-07-05,Malavirine Alimdine,Mood Stabilizers,Munich Plant,B2007-1632,2022-04-17,Refrigerated,Germany,5655,101,No
INV001753,2017-03-26,Fosinofen,Antipiretics, munich plant  ,B1703-2690,2018-06-30,refrigerated,Germany,3596,138,FALSE
INV001754,2020-02-18,Diprotaine,Antiseptics,FRANKFURT PLANT,B2002-5548,2022-02-13,room temperature,Germany,2172,320,FALSE
INV001755,2020-11-14,Ciclonazol,Antiseptics, krakow facility  ,B2011-5527,2021-05-25,controlled substance,Poland,6970,58,No
INV001756,2020-01-27, Araxetine  ,Antibiotics,frankfurt plant,B2001-0245,2021-02-10,REFRIGERATED,Germany,610,387,No
INV001757,2017-04-10,Diaxolol,Antiseptics,KRAKOW FACILITY,B1704-2232,2019-11-10,room temperature,Poland,4589,114,0
INV001758,2019-08-23,Amamadin,Antimalarial, MUNICH PLANT  ,B1908-8521,2019-12-07,controlled substance,Germany,9280,187,0
INV001759,2018-12-24, Rebedase Aplencor  ,Mood Stabilizers,MUNICH PLANT,B1812-4501,2021-01-14, Frozen  ,Germany,2397,108,FALSE
INV001760,2020-03-14,Dasagestin,Analgesics,poznan site,B2003-3662,2021-11-05,ROOM TEMPERATURE,Poland,1770,289,FALSE
INV001761,2019-07-24,Abranatal Lysoprosate,Antiseptics, Munich Plant  ,B1907-4971,2019-12-19,controlled substance,Germany,6893,291,FALSE
INV001762,2019-02-26,Adideine,Mood Stabilizers,KRAKOW FACILITY,B1902-5258,2022-01-06, FROZEN  ,Poland,3109,108,No
INV001763,2017-07-29, Interfedox Pilobamol  ,Antiseptics, Frankfurt Plant  ,B1707-7471,2017-10-22,CONTROLLED SUBSTANCE,Germany,4409,392,FALSE
INV001764,2020-01-28,Tiaracil,Antipiretics, Warsaw Plant  ,B2001-0772,2022-12-19,ROOM TEMPERATURE,Poland,6665,382,No
INV001765,2020-03-18,Pentastrin,Antibiotics,FRANKFURT PLANT,B2003-9061,2020-09-07,room temperature,Germany,4025,243,FALSE
INV001766,2020-05-01,Sodinel Olofribrate,Antimalarial,WARSAW PLANT,B2005-0475,2021-12-16, REFRIGERATED  ,Poland,6262,245,0
INV001767,2017-01-16, Clindaracil  ,Analgesics,Poznan Site,B1701-5572,2018-06-25,CONTROLLED SUBSTANCE,Poland,3487,282,No
INV001768,2018-06-30,Arivac,Antimalarial,frankfurt plant,B1806-2434,2020-03-12,FROZEN,Germany,7877,361,No
INV001769,2019-05-13,Aciprex,Antipiretics,POZNAN SITE,B1905-1331,2020-05-13,FROZEN,Poland,4448,313,0
INV001770,2020-11-11,Proprabax,Analgesics,Warsaw Plant,B2011-4313,2023-05-03,controlled substance,Poland,9857,69,No
INV001771,2020-11-09,Amlominphen Dexanovate,Analgesics, WARSAW PLANT  ,B2011-5605,2023-05-02, Refrigerated  ,Poland,2485,162,No
INV001772,2020-12-20,Aspinavir Silovance,Antibiotics, Poznan Site  ,B2012-3867,2021-06-27, ROOM TEMPERATURE  ,Poland,4020,348,No
INV001773,2020-04-19,Victomine,Antimalarial,krakow facility,B2004-8307,2020-07-09,Frozen,Poland,3859,352,FALSE
INV001774,2018-02-17,Hepavice,Mood Stabilizers,Warsaw Plant,B1802-0860,2018-10-23,controlled substance,Poland,3860,94,FALSE
INV001775,2019-07-19,Pazofenac,Mood Stabilizers, Krakow Facility  ,B1907-3249,2022-07-09,Frozen,Poland,5073,80,No
INV001776,2018-09-04,Abilovir Aprotasol,Antipiretics,Poznan Site,B1809-5982,2019-12-16,frozen,Poland,8639,131,No
INV001777,2019-12-08, Duraprazole Agalsixolol  ,Antiseptics,Frankfurt Plant,B1912-8742,2022-05-20,controlled substance,Germany,1023,133,FALSE
INV001778,2020-05-19,Albudazole Erobloc,Antiseptics, frankfurt plant  ,B2005-4766,2021-10-20, FROZEN  ,Germany,8905,339,No
INV001779,2018-09-23,Algluconium Dorzofoxin,Antibiotics,MUNICH PLANT,B1809-2311,2020-08-02,room temperature,Germany,8418,72,No
INV001780,2018-08-19,Ibrulinum,Antipiretics,POZNAN SITE,B1808-6706,2021-08-10,Frozen,Poland,8031,82,0
INV001781,2018-09-30,Immurenol Temarate,Antipiretics,frankfurt plant,B1809-3115,2021-03-06,Refrigerated,Germany,2048,60,FALSE
INV001782,2020-01-11,Allomenda,Antipiretics, Poznan Site  ,B2001-4590,2021-10-05,REFRIGERATED,Poland,5413,253,No
INV001783,2020-07-05,Exotropin Empizine,Mood Stabilizers, Poznan Site  ,B2007-6648,2022-12-28, Refrigerated  ,Poland,6589,144,No
INV001784,2020-10-20,Primatate Univatol,Mood Stabilizers,Frankfurt Plant,B2010-2117,2021-05-18,room temperature,Germany,2541,234,No
INV001785,2020-05-08, Formolovir Amanferon  ,Analgesics, Munich Plant  ,B2005-2768,2021-12-18,ROOM TEMPERATURE,Germany,9141,,No
INV001786,2017-02-28,Symbisine Prednimadin,Mood Stabilizers, Frankfurt Plant  ,B1702-5486,2018-08-08,Refrigerated,Germany,8574,190,No
INV001787,2017-07-19,Clindaracil,Analgesics,Poznan Site,B1707-0655,2018-07-03,refrigerated,Poland,3383,295,FALSE
INV001788,2020-01-02,Belavarix Benzabicin,Antibiotics,frankfurt plant,B2001-6627,2022-12-27, controlled substance  ,Germany,5683,314,FALSE
INV001789,2018-03-19,Diprotaine,Antiseptics, FRANKFURT PLANT  ,B1803-3366,2018-09-22, Refrigerated  ,Germany,3617,58,Yes
INV001790,2019-06-18,Abobozolid,Antimalarial, Poznan Site  ,B1906-2958,2022-05-11,refrigerated,Poland,3748,104,No
INV001791,2019-09-13, Formolovir Amanferon  ,Analgesics,munich plant,B1909-6227,2020-04-30,frozen,Germany,1666,143,No
INV001792,2017-08-12,Argalazine Abostryl,Antipiretics,POZNAN SITE,B1708-9559,2018-04-04,REFRIGERATED,Poland,3964,347,FALSE
INV001793,2020-09-08,Apromin,Antiseptics, Poznan Site  ,B2009-8033,2022-01-22,CONTROLLED SUBSTANCE,Poland,8271,92,No
INV001794,2018-06-28, Metapatch  ,Antipiretics,Krakow Facility,B1806-2569,2018-12-09,frozen,Poland,3534,273,FALSE
INV001795,2017-04-18,Alemtuvatol Megalinum,Analgesics,Krakow Facility,B1704-9722,2019-02-24,refrigerated,Poland,3924,84,FALSE
INV001796,2018-02-18,Morphizolid Tianalin,Mood Stabilizers,krakow facility,B1802-8002,2019-12-16,room temperature,Poland,7742,352,No
INV001797,2018-06-14,Interfedox Pilobamol,Antiseptics,frankfurt plant,B1806-4075,2020-11-24,frozen,Germany,1777,281,FALSE
INV001798,2017-01-08,Magnemunex,Antiseptics,MUNICH PLANT,B1701-5543,2019-02-12, refrigerated  ,Germany,7820,153,No
INV001799,2020-12-14,Panpion,Antiseptics,poznan site,B2012-5862,2023-09-05,Frozen,Poland,3618,110,No
INV001800,2017-09-18,Cephovelam,Mood Stabilizers, Munich Plant  ,B1709-4390,2018-03-26,frozen,Germany,1245,83,FALSE
INV001801,2017-03-16,Syntheruvax Proracin,Antimalarial,Warsaw Plant,B1703-2066,2019-06-22,ROOM TEMPERATURE,Poland,5879,165,No
INV001802,2017-02-08,Stelazolid,Antimalarial,POZNAN SITE,B1702-4722,2019-01-20,refrigerated,Poland,1829,339,FALSE
INV001803,2018-04-03,Morphizolid Tianalin,Mood Stabilizers,Krakow Facility,B1804-1000,2019-05-09,room temperature,Poland,5077,356,FALSE
INV001804,2020-03-15,Finanel,Antimalarial,krakow facility,B2003-6168,2020-05-22,room temperature,Poland,7161,237,No
INV001805,2018-04-13, Cephozumab Synmethate  ,Antibiotics,POZNAN SITE,B1804-1462,2019-12-28,CONTROLLED SUBSTANCE,Poland,4370,332,No
INV001806,2020-12-21,Trazobalamin,Mood Stabilizers,poznan site,B2012-3247,2023-07-04, Frozen  ,Poland,5595,144,No
INV001807,2017-09-02,Atomorelin,Analgesics,Warsaw Plant,B1709-4641,2020-06-16,room temperature,Poland,9426,130,FALSE
INV001808,2020-02-29,Veratorol Ciclovatol,Mood Stabilizers, Poznan Site  ,B2002-8336,2021-03-27,FROZEN,Poland,9346,116,FALSE
INV001809,2017-10-13,Adriafinil Ehtymara,Antiseptics,frankfurt plant,B1710-7828,2018-01-25,REFRIGERATED,Germany,5036,251,No
INV001810,2017-02-01,Hydroxyprosyn,Antibiotics,Poznan Site,B1702-5202,2019-04-12,controlled substance,Poland,4236,195,No
INV001811,2020-01-20,Cephozumab Synmethate,Antibiotics,POZNAN SITE,B2001-0250,2020-09-06,ROOM TEMPERATURE,Poland,441,191,0
INV001812,2018-01-03,Lansopril Acribax,Antipiretics, poznan site  ,B1801-0623,2020-04-05, room temperature  ,Poland,2880,152,No
INV001813,2017-06-11, Amphesirox  ,Antiseptics,warsaw plant,B1706-0495,2018-09-21, Frozen  ,Poland,8772,224,No
INV001814,2019-10-20,Diprotaine,Antiseptics,frankfurt plant,B1910-2666,2020-07-11,FROZEN,Germany,4085,235,No
INV001815,2019-04-07,Alemtuvatol Megalinum,Analgesics, krakow facility  ,B1904-3572,2021-01-28,room temperature,Poland,8297,241,FALSE
INV001816,2020-04-16, Amcibax Amcikeran  ,Analgesics, Frankfurt Plant  ,B2004-1388,2021-11-28,Refrigerated,Germany,9217,115,No
INV001817,2017-03-04,Abobozolid,Antimalarial,Poznan Site,B1703-7161,2019-07-26,CONTROLLED SUBSTANCE,Poland,9997,283,FALSE
INV001818,2017-08-15,Pulmofine,Antibiotics,warsaw plant,B1708-0439,2019-11-23,ROOM TEMPERATURE,Poland,861,201,No
INV001819,2018-02-01, Adalatamine  ,Antiseptics,POZNAN SITE,B1802-3616,2019-04-27,REFRIGERATED,Poland,5260,390,0
INV001820,2018-04-17, Oxymotroban Fexoformin  ,Analgesics,krakow facility,B1804-5450,2021-01-24,ROOM TEMPERATURE,Poland,3300,301,No
INV001821,2017-12-07,Kinovatol,Analgesics,munich plant,B1712-7886,2018-07-21,Refrigerated,Germany,3352,345,No
INV001822,2018-08-07,Pitodomide,Antimalarial,munich plant,B1808-0816,2019-05-22,REFRIGERATED,Germany,8994,193,No
INV001823,2017-07-09,Enzastryl,Antiseptics,Krakow Facility,B1707-9366,2018-08-08,Refrigerated,Poland,4597,228,FALSE
INV001824,2019-03-16,Sevotrana Tiafoxin,Analgesics,Krakow Facility,B1903-3587,2020-05-28,REFRIGERATED,Poland,9676,294,FALSE
INV001825,2018-12-05,Theopril,Antipiretics,Krakow Facility,B1812-2643,2019-10-08,room temperature,Poland,9151,302,No
INV001826,2020-11-09,Topitaine,Mood Stabilizers,Frankfurt Plant,B2011-1551,2021-07-30,room temperature,Germany,431,308,No
INV001827,2017-06-11,Abtasol,Antiseptics, Munich Plant  ,B1706-8492,2019-02-18,room temperature,Germany,N/A,50,No
INV001828,2017-10-22,Kinerinex,Antiseptics, poznan site  ,B1710-2047,2018-03-27,Refrigerated,Poland,9688,65,No
INV001829,2017-04-22,Syntheruvax Proracin,Antimalarial, warsaw plant  ,B1704-9058,2019-12-12,CONTROLLED SUBSTANCE,Poland,5035,128,No
INV001830,2017-06-14,Adideine,Mood Stabilizers,KRAKOW FACILITY,B1706-6855,2020-01-14,controlled substance,Poland,9368,397,FALSE
INV001831,2019-01-25,Tiaracil,Antipiretics, Warsaw Plant  ,B1901-8405,2020-11-11, controlled substance  ,Poland,7677,371,FALSE
INV001832,2018-02-07,Pulmofine,Antibiotics,Warsaw Plant,B1802-2382,2018-06-13,refrigerated,Poland,7562,60,No
INV001833,2017-04-09,Effigine Propraprex,Antimalarial, FRANKFURT PLANT  ,B1704-9127,2019-09-08,room temperature,Germany,4349,265,FALSE
INV001834,2018-07-23, Syntheruvax Proracin  ,Antimalarial,Warsaw Plant,B1807-6710,2021-04-25,refrigerated,Poland,1003,357,No
INV001835,2019-12-20,Biotasol Siloderm,Antiseptics, Frankfurt Plant  ,B1912-6197,2020-08-23,controlled substance,Germany,N/A,101,FALSE
INV001836,2020-03-20, Syntheruvax Proracin  ,Antimalarial,Warsaw Plant,B2003-0372,2022-11-13, controlled substance  ,Poland,2209,227,No
INV001837,2017-09-15,Diaxolol,Antiseptics,KRAKOW FACILITY,B1709-7378,2018-08-12,CONTROLLED SUBSTANCE,Poland,2506,100,FALSE
INV001838,2017-04-03,Brimorix Amonine,Antibiotics, MUNICH PLANT  ,B1704-6746,2017-11-29,refrigerated,Germany,7247,349,Yes
INV001839,2018-08-10,Dasagestin,Analgesics, POZNAN SITE  ,B1808-4504,2019-04-15,ROOM TEMPERATURE,Poland,2353,178,No
INV001840,2018-02-03, Aquamycin Lacoran  ,Analgesics,Warsaw Plant,B1802-9642,2018-04-18,frozen,Poland,5676,113,0
INV001841,2020-09-29, Ketamara Evogel  ,Antipiretics,POZNAN SITE,B2009-3610,2021-04-27, Frozen  ,Poland,7610,194,No
INV001842,2018-07-18,Amavirase,Antipiretics,Munich Plant,B1807-3819,2019-11-19,room temperature,Germany,2771,212,FALSE
INV001843,2017-12-28, Rositroban  ,Mood Stabilizers,Krakow Facility,B1712-7059,2020-11-23,Frozen,Poland,1043,344,0
INV001844,2018-01-04, Sucprine Specbalamin  ,Antiseptics,munich plant,B1801-9406,2018-06-07,Frozen,Germany,1604,61,FALSE
INV001845,2018-08-05,Alpradipine,Analgesics,Munich Plant,B1808-3227,2018-12-06,room temperature,Germany,8360,179,FALSE
INV001846,2017-03-02, Diprotaine  ,Antiseptics,Frankfurt Plant,B1703-0263,2019-06-26,controlled substance,Germany,4611,330,FALSE
INV001847,2018-06-14,Imiderm Vibranovate,Antipiretics,frankfurt plant,B1806-3561,2020-01-09,frozen,Germany,732,299,No
INV001848,2019-12-19,Presetron,Mood Stabilizers, Frankfurt Plant  ,B1912-3557,2022-06-22,CONTROLLED SUBSTANCE,Germany,2435,123,No
INV001849,2017-10-17,Cyclovital,Antimalarial,MUNICH PLANT,B1710-8312,2019-08-29,room temperature,Germany,N/A,354,No
INV001850,2017-12-04, Travoloride  ,Antiseptics, Munich Plant  ,B1712-6033,2019-11-14,CONTROLLED SUBSTANCE,Germany,7937,350,No
INV001851,2017-02-12,Victomax,Analgesics, FRANKFURT PLANT  ,B1702-4388,2017-11-07,room temperature,Germany,3447,150,No
INV001852,2017-06-28, Alpharolac  ,Antipiretics,frankfurt plant,B1706-7202,2019-08-28, controlled substance  ,Germany,1916,235,No
INV001853,2019-04-14, Lactubucil  ,Antipiretics,POZNAN SITE,B1904-6235,2020-10-16,REFRIGERATED,Poland,2267,214,No
INV001854,2019-11-06, Relenstrel Exurabine  ,Antibiotics,WARSAW PLANT,B1911-2726,2021-04-07,controlled substance,Poland,2680,,No
INV001855,2017-03-01,Doxivorin,Antimalarial,POZNAN SITE,B1703-9146,2019-05-23, frozen  ,Poland,8542,197,No
INV001856,2018-03-01,Sevotrana Tiafoxin,Analgesics,KRAKOW FACILITY,B1803-8445,2019-09-25, refrigerated  ,Poland,5152,375,No
INV001857,2018-12-18,Sucprine Specbalamin,Antiseptics,Munich Plant,B1812-4852,2019-07-26,room temperature,Germany,7643,87,FALSE
INV001858,2020-01-18,Atrabicin Alkerotec,Antiseptics,Krakow Facility,B2001-8026,2022-08-11,controlled substance,Poland,3995,285,No
INV001859,2019-10-16,Rositroban,Mood Stabilizers,KRAKOW FACILITY,B1910-6338,2021-06-06,Refrigerated,Poland,6800,111,FALSE
INV001860,2018-08-11,Hepavice,Mood Stabilizers,Warsaw Plant,B1808-7729,2019-03-17, REFRIGERATED  ,Poland,5873,279,No
INV001861,2018-10-16,Ceretosine,Antiseptics,poznan site,B1810-6771,2021-05-15,controlled substance,Poland,4096,376,No
INV001862,2018-06-05,Oxymotroban Fexoformin,Analgesics,krakow facility,B1806-5287,2020-03-25,controlled substance,Poland,902,119,0
INV001863,2019-04-15, Aggretisol  ,Antimalarial,krakow facility,B1904-3204,2021-07-10, room temperature  ,Poland,4023,232,No
INV001864,2017-10-06,Abtasol,Antiseptics,Munich Plant,B1710-5744,2018-12-07, Refrigerated  ,Germany,8619,63,FALSE
INV001865,2020-05-10, Apromin  ,Antiseptics,Poznan Site,B2005-6023,2021-09-14,CONTROLLED SUBSTANCE,Poland,375,125,Yes
INV001866,2020-08-03, Lansostral Acgestin  ,Antiseptics,Munich Plant,B2008-6777,2021-03-01,FROZEN,Germany,5882,213,No
INV001867,2018-12-11,Vibratosine Alemtrace,Antibiotics,KRAKOW FACILITY,B1812-9878,2019-05-08,Refrigerated,Poland,4317,355,No
INV001868,2019-09-04, Panpion  ,Antiseptics, poznan site  ,B1909-3027,2022-03-05,ROOM TEMPERATURE,Poland,4304,286,FALSE
INV001869,2019-06-22,Enzastryl,Antiseptics,Krakow Facility,B1906-9882,2019-10-01, ROOM TEMPERATURE  ,Poland,3556,254,No
INV001870,2017-06-30,Testant,Mood Stabilizers, Warsaw Plant  ,B1706-4085,2020-02-10,controlled substance,Poland,4582,116,No
INV001871,2019-05-04,Morphizolid Tianalin,Mood Stabilizers, Krakow Facility  ,B1905-3494,2020-09-01,Frozen,Poland,7406,200,No
INV001872,2018-08-18,Apronazol,Antibiotics,KRAKOW FACILITY,B1808-0301,2021-04-30, controlled substance  ,Poland,827,128,0
INV001873,2020-04-17,Interfedox Pilobamol,Antiseptics,FRANKFURT PLANT,B2004-6892,2021-09-06,controlled substance,Germany,N/A,106,No
INV001874,2018-11-17,Kinenadryl,Antipiretics,POZNAN SITE,B1811-7389,2021-03-20,REFRIGERATED,Poland,2439,397,1
INV001875,2020-04-01,Nisorase,Antibiotics, Munich Plant  ,B2004-7189,2020-09-08,Refrigerated,Germany,1271,303,No
INV001876,2019-01-27,Nisorase,Antibiotics,MUNICH PLANT,B1901-5816,2019-08-14,Refrigerated,Germany,2168,267,FALSE
INV001877,2017-09-29, Microroban Afatigomar  ,Antimalarial,munich plant,B1709-9940,2020-08-16,room temperature,Germany,4580,100,No
INV001878,2020-04-10,Fosinofen,Antipiretics,Munich Plant,B2004-0674,2021-11-26, REFRIGERATED  ,Germany,2422,382,FALSE
INV001879,2019-01-30,Fentatrol Rapatelase,Antibiotics,FRANKFURT PLANT,B1901-9826,2019-08-31,controlled substance,Germany,1985,86,No
INV001880,2019-12-24, Oxymotroban Fexoformin  ,Analgesics,Krakow Facility,B1912-3827,2020-11-08,CONTROLLED SUBSTANCE,Poland,4236,235,No
INV001881,2019-04-28,Requimadin,Antimalarial,KRAKOW FACILITY,B1904-4034,2020-11-20, room temperature  ,Poland,3671,331,FALSE
INV001882,2019-03-18,Apronazol,Antibiotics,krakow facility,B1903-6561,2020-02-04,Refrigerated,Poland,7151,206,TRUE
INV001883,2019-01-15,Enzastryl,Antiseptics,KRAKOW FACILITY,B1901-1312,2020-06-05,Refrigerated,Poland,9936,330,FALSE
INV001884,2017-04-21,Alarudin Azarolac,Mood Stabilizers,Warsaw Plant,B1704-4720,2018-11-11, CONTROLLED SUBSTANCE  ,Poland,4039,118,FALSE
INV001885,2019-04-06, Requimadin  ,Antimalarial, KRAKOW FACILITY  ,B1904-9817,2022-02-10, CONTROLLED SUBSTANCE  ,Poland,4632,380,No
INV001886,2019-01-04,Proprabax,Analgesics, Warsaw Plant  ,B1901-9067,2020-08-14,CONTROLLED SUBSTANCE,Poland,8494,73,No
INV001887,2018-03-24,Bexridol,Antipiretics,Krakow Facility,B1803-0660,2019-12-16,Refrigerated,Poland,5747,53,No
INV001888,2018-07-14, Zyvance  ,Analgesics,frankfurt plant,B1807-9893,2019-08-09,ROOM TEMPERATURE,Germany,7289,202,No
INV001889,2019-06-25, Albudazole Erobloc  ,Antiseptics,FRANKFURT PLANT,B1906-6352,2020-08-05,Frozen,Germany,3700,80,FALSE
INV001890,2018-08-27,Doxivorin,Antimalarial,Poznan Site,B1808-9827,2019-04-03,Frozen,Poland,6183,118,No
INV001891,2018-07-30,Halcifergen Nevazone,Antimalarial, warsaw plant  ,B1807-9157,2020-04-03,frozen,Poland,3409,343,No
INV001892,2020-10-07,Zithrotrol,Antiseptics,Krakow Facility,B2010-3647,2021-06-24,Refrigerated,Poland,1424,392,FALSE
INV001893,2017-03-12,Microroban Afatigomar,Antimalarial, MUNICH PLANT  ,B1703-2108,2019-04-27,Refrigerated,Germany,2149,262,No
INV001894,2017-02-05,Quiniprosyn,Antiseptics, munich plant  ,B1702-1714,2019-04-05,FROZEN,Germany,8606,277,FALSE
INV001895,2018-01-31,Androporin,Antiseptics,Munich Plant,B1801-6679,2019-11-21,FROZEN,Germany,3369,335,No
INV001896,2019-03-31,Secrelazine Insonamic,Antipiretics,Munich Plant,B1903-8328,2019-09-27,frozen,Germany,3772,151,FALSE
INV001897,2019-01-07,Adalatamine,Antiseptics,POZNAN SITE,B1901-2373,2019-09-19,room temperature,Poland,5885,281,FALSE
INV001898,2018-07-15,Lactubucil,Antipiretics,POZNAN SITE,B1807-5226,2020-09-19,room temperature,Poland,9114,,No
INV001899,2018-04-11,Pitodomide,Antimalarial, Munich Plant  ,B1804-3057,2020-06-11, CONTROLLED SUBSTANCE  ,Germany,432,,No
INV001900,2020-03-01, Algluconium Dorzofoxin  ,Antibiotics,munich plant,B2003-7177,2022-05-16,Refrigerated,Germany,3609,99,FALSE
INV001901,2017-01-07, Quiniprosyn  ,Antiseptics,Munich Plant,B1701-2361,2018-09-03,Refrigerated,Germany,5500,320,No
INV001902,2017-09-04, Ketamara Evogel  ,Antipiretics,Poznan Site,B1709-7914,2019-03-11,controlled substance,Poland,8380,391,No
INV001903,2018-12-21, Sevoderm  ,Antipiretics,munich plant,B1812-5845,2021-10-28,Frozen,Germany,4000,187,FALSE
INV001904,2020-10-31,Epzipitant,Analgesics, poznan site  ,B2010-0966,2021-01-29,refrigerated,Poland,7216,301,Yes
INV001905,2020-01-01,Abtasol,Antiseptics,Munich Plant,B2001-1024,2022-06-29, ROOM TEMPERATURE  ,Germany,2009,386,No
INV001906,2018-10-26,Abilovir Aprotasol,Antipiretics,Poznan Site,B1810-8382,2020-12-26,Refrigerated,Poland,8353,282,No
INV001907,2018-01-19, Sumanazole  ,Analgesics,munich plant,B1801-1565,2019-09-26, room temperature  ,Germany,1350,269,No
INV001908,2020-05-24,Xenaminphen,Antimalarial, Warsaw Plant  ,B2005-2333,2021-09-24,Refrigerated,Poland,2301,353,No
INV001909,2019-02-22,Alglutriptan,Analgesics,Poznan Site,B1902-9060,2022-01-06, CONTROLLED SUBSTANCE  ,Poland,7276,343,FALSE
INV001910,2020-01-12,Lansopril Acribax,Antipiretics,Poznan Site,B2001-3692,2021-10-04,CONTROLLED SUBSTANCE,Poland,8438,158,No
INV001911,2017-04-29,Temasone Thiobucil,Antimalarial, frankfurt plant  ,B1704-3068,2019-06-16,Frozen,Germany,3383,170,No
INV001912,2020-05-04,Acantaine,Antibiotics, frankfurt plant  ,B2005-6991,2022-03-26,room temperature,Germany,9108,259,0
INV001913,2017-03-23,Lansopril Acribax,Antipiretics,Poznan Site,B1703-0114,2017-12-17,Refrigerated,Poland,264,399,No
INV001914,2017-12-05,Afaxacin,Analgesics,KRAKOW FACILITY,B1712-8253,2020-11-08,Refrigerated,Poland,6502,60,FALSE
INV001915,2020-01-05, Lioletine Refliruvax  ,Analgesics,Munich Plant,B2001-5231,2020-03-21,room temperature,Germany,3458,376,FALSE
INV001916,2017-09-07, Quixitriptan Alanesin  ,Antiseptics, Poznan Site  ,B1709-0945,2019-06-30,room temperature,Poland,5341,352,FALSE
INV001917,2019-02-10,Lactubucil,Antipiretics,POZNAN SITE,B1902-8968,2021-06-23,CONTROLLED SUBSTANCE,Poland,6777,146,No
INV001918,2020-12-29,Microroban Afatigomar,Antimalarial,Munich Plant,B2012-2060,2022-02-17,refrigerated,Germany,5453,377,FALSE
INV001919,2019-03-31,Atrabicin Alkerotec,Antiseptics,Krakow Facility,B1903-1862,2020-12-09, controlled substance  ,Poland,7079,223,No
INV001920,2020-02-28,Pulmogen Alitora,Antiseptics,frankfurt plant,B2002-2283,2022-04-07, frozen  ,Germany,1344,117,No
INV001921,2017-04-27,Ampysin,Analgesics, krakow facility  ,B1704-3450,2018-06-02, refrigerated  ,Poland,3945,341,No
INV001922,2019-11-18,Afinitasol,Antipiretics,Munich Plant,B1911-7029,2022-03-13,frozen,Germany,2726,245,0
INV001923,2019-02-07, Stelazolid  ,Antimalarial,Poznan Site,B1902-3427,2021-11-20,Refrigerated,Poland,3697,227,No
INV001924,2018-01-28,Quixitriptan Alanesin,Antiseptics,poznan site,B1801-2370,2020-01-21,room temperature,Poland,3854,235,No
INV001925,2019-10-15,Pazofenac,Mood Stabilizers,krakow facility,B1910-1972,2022-09-21,room temperature,Poland,245,126,No
INV001926,2020-01-15,Propratecan,Antimalarial,krakow facility,B2001-2887,2020-07-19,room temperature,Poland,7650,246,No
INV001927,2018-10-10,Veratorol Ciclovatol,Mood Stabilizers,POZNAN SITE,B1810-5711,2021-04-12, refrigerated  ,Poland,1231,284,No
INV001928,2017-02-19,Travosoline Capolac,Antipiretics,Poznan Site,B1702-3027,2019-10-16,Refrigerated,Poland,4393,77,FALSE
INV001929,2018-04-05,Megenorphine,Antimalarial,Frankfurt Plant,B1804-0434,2019-04-21,room temperature,Germany,6380,292,No
INV001930,2018-06-09,Aprerase,Antipiretics, frankfurt plant  ,B1806-5330,2019-12-12,Frozen,Germany,1707,61,0
INV001931,2020-12-19,Oxymotroban Fexoformin,Analgesics,KRAKOW FACILITY,B2012-6012,2022-07-28, Refrigerated  ,Poland,4903,243,FALSE
INV001932,2019-07-16,Alemtuvatol Megalinum,Analgesics,Krakow Facility,B1907-2017,2021-08-15,Frozen,Poland,423,389,No
INV001933,2020-06-13,Panpion,Antiseptics, Poznan Site  ,B2006-6906,2022-07-02,frozen,Poland,5126,128,No
INV001934,2017-02-26,Comzyme,Antibiotics,Warsaw Plant,B1702-1260,2017-09-30,Refrigerated,Poland,1455,347,FALSE
INV001935,2018-09-29, Vibratosine Alemtrace  ,Antibiotics, krakow facility  ,B1809-9935,2020-05-09,Refrigerated,Poland,8917,292,FALSE
INV001936,2018-12-10,Lioletine Refliruvax,Analgesics,Munich Plant,B1812-3733,2019-06-21,room temperature,Germany,3228,158,FALSE
INV001937,2020-10-19, Alglutriptan  ,Analgesics,Poznan Site,B2010-2959,2023-03-07,Frozen,Poland,1106,350,No
INV001938,2018-12-13,Effidomide Evofribrate,Antiseptics, Warsaw Plant  ,B1812-6674,2019-12-09, controlled substance  ,Poland,4006,324,No
INV001939,2018-10-07,Methiclotide,Antibiotics,Munich Plant,B1810-5669,2019-09-22, CONTROLLED SUBSTANCE  ,Germany,5246,341,No
INV001940,2020-04-17,Adalatamine,Antiseptics,Poznan Site,B2004-7947,2022-07-06,room temperature,Poland,3422,285,FALSE
INV001941,2017-10-06,Pulmodiol Adalaxime,Analgesics, Munich Plant  ,B1710-2424,2019-07-01,Frozen,Germany,6735,224,No
INV001942,2017-08-18, Acycpex  ,Mood Stabilizers,Warsaw Plant,B1708-3979,2020-06-22,room temperature,Poland,7631,330,FALSE
INV001943,2017-11-01, Eproline  ,Antibiotics,frankfurt plant,B1711-4003,2020-04-29,ROOM TEMPERATURE,Germany,539,385,FALSE
INV001944,2017-10-16,Thalilamide,Antibiotics, WARSAW PLANT  ,B1710-0212,2019-10-26,CONTROLLED SUBSTANCE,Poland,4323,329,0
